CO,CO2,Kategori
234,134,Sangat Tidak Sehat
186,160,Tidak Sehat
239,365,Berbahaya
407,251,Berbahaya
361,149,Berbahaya
55,47,Sedang
500,477,Berbahaya
161,167,Tidak Sehat
210,189,Sangat Tidak Sehat
113,33,Tidak Sehat
238,250,Sangat Tidak Sehat
299,473,Berbahaya
159,14,Tidak Sehat
306,389,Berbahaya
426,145,Berbahaya
290,62,Sangat Tidak Sehat
212,405,Berbahaya
145,212,Sangat Tidak Sehat
249,221,Sangat Tidak Sehat
272,486,Berbahaya
444,121,Berbahaya
114,307,Berbahaya
53,303,Berbahaya
476,489,Berbahaya
39,350,Berbahaya
499,499,Berbahaya
417,49,Berbahaya
472,236,Berbahaya
478,432,Berbahaya
491,399,Berbahaya
265,71,Sangat Tidak Sehat
452,372,Berbahaya
290,371,Berbahaya
357,365,Berbahaya
64,427,Berbahaya
401,213,Berbahaya
382,293,Berbahaya
434,70,Berbahaya
159,215,Sangat Tidak Sehat
146,448,Berbahaya
188,379,Berbahaya
455,281,Berbahaya
332,173,Berbahaya
435,46,Berbahaya
133,130,Tidak Sehat
381,93,Berbahaya
31,232,Sangat Tidak Sehat
237,156,Sangat Tidak Sehat
61,242,Sangat Tidak Sehat
343,359,Berbahaya
84,239,Sangat Tidak Sehat
471,29,Berbahaya
370,40,Berbahaya
355,250,Berbahaya
168,296,Sangat Tidak Sehat
290,226,Sangat Tidak Sehat
362,106,Berbahaya
472,2,Berbahaya
25,94,Sedang
293,462,Berbahaya
428,446,Berbahaya
163,383,Berbahaya
484,77,Berbahaya
343,481,Berbahaya
352,236,Berbahaya
395,199,Berbahaya
86,450,Berbahaya
308,58,Berbahaya
422,424,Berbahaya
485,276,Berbahaya
415,60,Berbahaya
463,99,Berbahaya
159,47,Tidak Sehat
324,328,Berbahaya
187,106,Tidak Sehat
468,16,Berbahaya
392,363,Berbahaya
77,36,Sedang
168,42,Tidak Sehat
328,489,Berbahaya
196,70,Tidak Sehat
143,464,Berbahaya
162,309,Berbahaya
35,123,Tidak Sehat
312,43,Berbahaya
216,453,Berbahaya
300,469,Berbahaya
121,301,Berbahaya
272,262,Sangat Tidak Sehat
198,147,Tidak Sehat
121,158,Tidak Sehat
273,366,Berbahaya
250,313,Berbahaya
50,383,Berbahaya
214,189,Sangat Tidak Sehat
80,421,Berbahaya
213,185,Sangat Tidak Sehat
218,35,Sangat Tidak Sehat
36,89,Sedang
396,462,Berbahaya
191,1,Tidak Sehat
310,70,Berbahaya
35,472,Berbahaya
227,210,Sangat Tidak Sehat
236,207,Sangat Tidak Sehat
183,47,Tidak Sehat
150,132,Tidak Sehat
158,322,Berbahaya
334,415,Berbahaya
362,21,Berbahaya
453,436,Berbahaya
129,207,Sangat Tidak Sehat
351,186,Berbahaya
65,356,Berbahaya
59,426,Berbahaya
499,239,Berbahaya
129,109,Tidak Sehat
8,348,Berbahaya
151,306,Berbahaya
469,211,Berbahaya
386,173,Berbahaya
358,479,Berbahaya
166,319,Berbahaya
136,173,Tidak Sehat
500,177,Berbahaya
386,234,Berbahaya
186,134,Tidak Sehat
339,210,Berbahaya
104,84,Tidak Sehat
226,340,Berbahaya
44,464,Berbahaya
213,274,Sangat Tidak Sehat
271,333,Berbahaya
491,40,Berbahaya
200,365,Berbahaya
218,208,Sangat Tidak Sehat
125,72,Tidak Sehat
138,285,Sangat Tidak Sehat
424,139,Berbahaya
190,484,Berbahaya
113,195,Tidak Sehat
86,285,Sangat Tidak Sehat
320,274,Berbahaya
2,393,Berbahaya
333,307,Berbahaya
66,392,Berbahaya
123,86,Tidak Sehat
445,189,Berbahaya
58,30,Sedang
105,301,Berbahaya
346,490,Berbahaya
60,376,Berbahaya
229,44,Sangat Tidak Sehat
80,304,Berbahaya
455,118,Berbahaya
319,198,Berbahaya
429,421,Berbahaya
111,308,Berbahaya
263,79,Sangat Tidak Sehat
74,48,Sedang
148,49,Tidak Sehat
45,474,Berbahaya
437,168,Berbahaya
249,173,Sangat Tidak Sehat
53,326,Berbahaya
4,441,Berbahaya
411,483,Berbahaya
206,148,Sangat Tidak Sehat
151,420,Berbahaya
322,88,Berbahaya
16,158,Tidak Sehat
458,305,Berbahaya
418,443,Berbahaya
259,473,Berbahaya
314,209,Berbahaya
348,350,Berbahaya
380,118,Berbahaya
411,342,Berbahaya
160,440,Berbahaya
164,495,Berbahaya
482,207,Berbahaya
40,417,Berbahaya
59,123,Tidak Sehat
418,279,Berbahaya
280,406,Berbahaya
353,56,Berbahaya
26,164,Tidak Sehat
222,148,Sangat Tidak Sehat
308,346,Berbahaya
219,286,Sangat Tidak Sehat
470,155,Berbahaya
293,347,Berbahaya
75,248,Sangat Tidak Sehat
142,163,Tidak Sehat
206,241,Sangat Tidak Sehat
2,456,Berbahaya
51,489,Berbahaya
287,52,Sangat Tidak Sehat
10,191,Tidak Sehat
22,350,Berbahaya
391,152,Berbahaya
405,445,Berbahaya
320,400,Berbahaya
73,312,Berbahaya
284,94,Sangat Tidak Sehat
195,179,Tidak Sehat
493,497,Berbahaya
440,440,Berbahaya
145,258,Sangat Tidak Sehat
316,19,Berbahaya
348,489,Berbahaya
380,300,Berbahaya
305,166,Berbahaya
187,445,Berbahaya
83,397,Berbahaya
209,136,Sangat Tidak Sehat
99,65,Sedang
59,327,Berbahaya
464,351,Berbahaya
188,90,Tidak Sehat
205,483,Berbahaya
94,442,Berbahaya
146,150,Tidak Sehat
64,239,Sangat Tidak Sehat
259,308,Berbahaya
441,194,Berbahaya
403,158,Berbahaya
165,379,Berbahaya
369,120,Berbahaya
71,13,Sedang
309,240,Berbahaya
140,413,Berbahaya
482,329,Berbahaya
27,378,Berbahaya
484,319,Berbahaya
180,322,Berbahaya
449,270,Berbahaya
320,146,Berbahaya
68,356,Berbahaya
219,254,Sangat Tidak Sehat
189,322,Berbahaya
267,386,Berbahaya
4,430,Berbahaya
398,455,Berbahaya
357,196,Berbahaya
415,263,Berbahaya
465,492,Berbahaya
302,202,Berbahaya
90,484,Berbahaya
415,330,Berbahaya
498,465,Berbahaya
217,402,Berbahaya
390,90,Berbahaya
442,265,Berbahaya
13,475,Berbahaya
124,106,Tidak Sehat
472,364,Berbahaya
89,37,Sedang
251,408,Berbahaya
457,416,Berbahaya
490,363,Berbahaya
281,32,Sangat Tidak Sehat
429,390,Berbahaya
498,113,Berbahaya
227,198,Sangat Tidak Sehat
387,377,Berbahaya
35,262,Sangat Tidak Sehat
369,70,Berbahaya
341,264,Berbahaya
195,341,Berbahaya
337,154,Berbahaya
231,200,Sangat Tidak Sehat
316,110,Berbahaya
251,7,Sangat Tidak Sehat
344,74,Berbahaya
1,466,Berbahaya
288,427,Berbahaya
268,273,Sangat Tidak Sehat
55,104,Tidak Sehat
44,333,Berbahaya
380,348,Berbahaya
80,348,Berbahaya
68,414,Berbahaya
96,382,Berbahaya
258,392,Berbahaya
476,246,Berbahaya
143,104,Tidak Sehat
366,263,Berbahaya
256,253,Sangat Tidak Sehat
157,154,Tidak Sehat
447,398,Berbahaya
414,458,Berbahaya
311,471,Berbahaya
243,162,Sangat Tidak Sehat
234,256,Sangat Tidak Sehat
229,143,Sangat Tidak Sehat
196,272,Sangat Tidak Sehat
257,255,Sangat Tidak Sehat
68,82,Sedang
490,124,Berbahaya
326,459,Berbahaya
15,423,Berbahaya
67,376,Berbahaya
176,155,Tidak Sehat
326,335,Berbahaya
131,438,Berbahaya
358,368,Berbahaya
126,348,Berbahaya
15,311,Berbahaya
300,65,Berbahaya
254,418,Berbahaya
315,407,Berbahaya
191,226,Sangat Tidak Sehat
226,124,Sangat Tidak Sehat
394,103,Berbahaya
235,82,Sangat Tidak Sehat
450,103,Berbahaya
453,497,Berbahaya
108,233,Sangat Tidak Sehat
310,233,Berbahaya
438,394,Berbahaya
376,67,Berbahaya
389,114,Berbahaya
248,222,Sangat Tidak Sehat
83,115,Tidak Sehat
271,177,Sangat Tidak Sehat
479,96,Berbahaya
483,322,Berbahaya
368,41,Berbahaya
441,450,Berbahaya
462,116,Berbahaya
477,116,Berbahaya
146,229,Sangat Tidak Sehat
190,403,Berbahaya
276,351,Berbahaya
481,444,Berbahaya
351,287,Berbahaya
199,176,Tidak Sehat
192,411,Berbahaya
396,189,Berbahaya
447,201,Berbahaya
20,178,Tidak Sehat
366,46,Berbahaya
383,145,Berbahaya
37,80,Sedang
236,492,Berbahaya
404,279,Berbahaya
190,224,Sangat Tidak Sehat
60,383,Berbahaya
176,378,Berbahaya
346,250,Berbahaya
81,42,Sedang
357,172,Berbahaya
454,117,Berbahaya
341,352,Berbahaya
470,448,Berbahaya
68,384,Berbahaya
319,472,Berbahaya
440,250,Berbahaya
176,338,Berbahaya
332,154,Berbahaya
48,217,Sangat Tidak Sehat
101,469,Berbahaya
273,455,Berbahaya
13,430,Berbahaya
264,60,Sangat Tidak Sehat
111,327,Berbahaya
403,322,Berbahaya
246,358,Berbahaya
417,391,Berbahaya
100,340,Berbahaya
12,103,Tidak Sehat
436,308,Berbahaya
363,495,Berbahaya
485,309,Berbahaya
494,154,Berbahaya
330,494,Berbahaya
284,219,Sangat Tidak Sehat
226,299,Sangat Tidak Sehat
211,469,Berbahaya
220,34,Sangat Tidak Sehat
318,412,Berbahaya
44,142,Tidak Sehat
137,109,Tidak Sehat
470,390,Berbahaya
95,131,Tidak Sehat
281,343,Berbahaya
307,62,Berbahaya
278,213,Sangat Tidak Sehat
445,322,Berbahaya
39,127,Tidak Sehat
319,451,Berbahaya
179,17,Tidak Sehat
299,87,Sangat Tidak Sehat
236,202,Sangat Tidak Sehat
214,305,Berbahaya
115,466,Berbahaya
330,86,Berbahaya
383,148,Berbahaya
90,47,Sedang
336,108,Berbahaya
182,267,Sangat Tidak Sehat
113,25,Tidak Sehat
348,478,Berbahaya
396,106,Berbahaya
399,197,Berbahaya
32,118,Tidak Sehat
13,91,Sedang
439,158,Berbahaya
434,480,Berbahaya
196,92,Tidak Sehat
493,401,Berbahaya
179,47,Tidak Sehat
182,124,Tidak Sehat
375,377,Berbahaya
175,403,Berbahaya
51,382,Berbahaya
188,8,Tidak Sehat
217,356,Berbahaya
353,266,Berbahaya
128,228,Sangat Tidak Sehat
377,207,Berbahaya
66,60,Sedang
384,2,Berbahaya
106,107,Tidak Sehat
410,21,Berbahaya
267,344,Berbahaya
276,258,Sangat Tidak Sehat
376,109,Berbahaya
168,439,Berbahaya
317,309,Berbahaya
375,499,Berbahaya
70,442,Berbahaya
206,329,Berbahaya
44,278,Sangat Tidak Sehat
358,204,Berbahaya
66,413,Berbahaya
86,439,Berbahaya
283,452,Berbahaya
308,252,Berbahaya
234,412,Berbahaya
488,266,Berbahaya
179,411,Berbahaya
359,494,Berbahaya
350,244,Berbahaya
495,129,Berbahaya
141,159,Tidak Sehat
173,177,Tidak Sehat
422,52,Berbahaya
363,25,Berbahaya
462,474,Berbahaya
248,462,Berbahaya
391,137,Berbahaya
388,495,Berbahaya
42,283,Sangat Tidak Sehat
4,160,Tidak Sehat
256,369,Berbahaya
422,139,Berbahaya
102,282,Sangat Tidak Sehat
12,306,Berbahaya
494,495,Berbahaya
389,183,Berbahaya
199,51,Tidak Sehat
361,417,Berbahaya
477,41,Berbahaya
241,271,Sangat Tidak Sehat
105,94,Tidak Sehat
410,286,Berbahaya
495,306,Berbahaya
434,256,Berbahaya
103,341,Berbahaya
39,317,Berbahaya
446,20,Berbahaya
404,421,Berbahaya
106,230,Sangat Tidak Sehat
182,86,Tidak Sehat
272,388,Berbahaya
207,66,Sangat Tidak Sehat
321,225,Berbahaya
479,50,Berbahaya
228,15,Sangat Tidak Sehat
278,481,Berbahaya
273,468,Berbahaya
126,290,Sangat Tidak Sehat
276,392,Berbahaya
228,328,Berbahaya
232,176,Sangat Tidak Sehat
16,346,Berbahaya
275,236,Sangat Tidak Sehat
425,330,Berbahaya
12,172,Tidak Sehat
297,53,Sangat Tidak Sehat
167,264,Sangat Tidak Sehat
305,70,Berbahaya
307,73,Berbahaya
229,16,Sangat Tidak Sehat
261,21,Sangat Tidak Sehat
170,63,Tidak Sehat
394,384,Berbahaya
212,153,Sangat Tidak Sehat
403,287,Berbahaya
180,77,Tidak Sehat
51,31,Sedang
358,358,Berbahaya
434,66,Berbahaya
122,381,Berbahaya
309,473,Berbahaya
461,122,Berbahaya
140,29,Tidak Sehat
447,471,Berbahaya
44,187,Tidak Sehat
305,223,Berbahaya
277,60,Sangat Tidak Sehat
372,133,Berbahaya
224,332,Berbahaya
485,49,Berbahaya
381,417,Berbahaya
382,283,Berbahaya
113,352,Berbahaya
205,129,Sangat Tidak Sehat
270,338,Berbahaya
302,15,Berbahaya
289,265,Sangat Tidak Sehat
221,26,Sangat Tidak Sehat
44,282,Sangat Tidak Sehat
446,250,Berbahaya
436,356,Berbahaya
210,175,Sangat Tidak Sehat
337,299,Berbahaya
210,491,Berbahaya
264,38,Sangat Tidak Sehat
432,495,Berbahaya
253,436,Berbahaya
324,425,Berbahaya
98,345,Berbahaya
2,110,Tidak Sehat
105,298,Sangat Tidak Sehat
108,435,Berbahaya
482,257,Berbahaya
36,180,Tidak Sehat
262,208,Sangat Tidak Sehat
394,18,Berbahaya
333,304,Berbahaya
169,422,Berbahaya
198,318,Berbahaya
308,438,Berbahaya
415,209,Berbahaya
64,205,Sangat Tidak Sehat
467,371,Berbahaya
392,318,Berbahaya
315,386,Berbahaya
238,145,Sangat Tidak Sehat
112,57,Tidak Sehat
232,315,Berbahaya
386,33,Berbahaya
72,434,Berbahaya
493,443,Berbahaya
159,259,Sangat Tidak Sehat
279,343,Berbahaya
326,5,Berbahaya
72,295,Sangat Tidak Sehat
433,310,Berbahaya
267,158,Sangat Tidak Sehat
63,138,Tidak Sehat
256,246,Sangat Tidak Sehat
20,279,Sangat Tidak Sehat
306,203,Berbahaya
142,206,Sangat Tidak Sehat
484,312,Berbahaya
380,289,Berbahaya
176,154,Tidak Sehat
433,245,Berbahaya
116,150,Tidak Sehat
246,383,Berbahaya
13,113,Tidak Sehat
464,410,Berbahaya
70,362,Berbahaya
426,263,Berbahaya
138,51,Tidak Sehat
70,283,Sangat Tidak Sehat
423,138,Berbahaya
318,83,Berbahaya
47,38,Baik
427,29,Berbahaya
124,422,Berbahaya
378,465,Berbahaya
452,443,Berbahaya
445,229,Berbahaya
356,85,Berbahaya
208,307,Berbahaya
159,138,Tidak Sehat
37,355,Berbahaya
349,162,Berbahaya
145,89,Tidak Sehat
442,494,Berbahaya
88,255,Sangat Tidak Sehat
358,137,Berbahaya
108,324,Berbahaya
499,124,Berbahaya
265,471,Berbahaya
292,391,Berbahaya
500,427,Berbahaya
179,323,Berbahaya
472,405,Berbahaya
345,71,Berbahaya
141,37,Tidak Sehat
418,16,Berbahaya
398,422,Berbahaya
92,170,Tidak Sehat
448,246,Berbahaya
353,281,Berbahaya
0,43,Baik
329,162,Berbahaya
462,82,Berbahaya
422,390,Berbahaya
293,442,Berbahaya
319,491,Berbahaya
98,359,Berbahaya
224,363,Berbahaya
142,188,Tidak Sehat
126,256,Sangat Tidak Sehat
152,212,Sangat Tidak Sehat
438,284,Berbahaya
46,455,Berbahaya
420,76,Berbahaya
143,185,Tidak Sehat
185,161,Tidak Sehat
28,483,Berbahaya
244,177,Sangat Tidak Sehat
343,385,Berbahaya
179,126,Tidak Sehat
107,448,Berbahaya
482,149,Berbahaya
450,457,Berbahaya
458,267,Berbahaya
197,250,Sangat Tidak Sehat
54,185,Tidak Sehat
108,176,Tidak Sehat
497,215,Berbahaya
348,320,Berbahaya
184,194,Tidak Sehat
116,451,Berbahaya
95,182,Tidak Sehat
160,349,Berbahaya
166,367,Berbahaya
176,9,Tidak Sehat
39,205,Sangat Tidak Sehat
316,395,Berbahaya
106,98,Tidak Sehat
328,212,Berbahaya
121,330,Berbahaya
127,390,Berbahaya
454,149,Berbahaya
28,325,Berbahaya
353,452,Berbahaya
158,243,Sangat Tidak Sehat
313,483,Berbahaya
371,110,Berbahaya
491,297,Berbahaya
164,401,Berbahaya
200,234,Sangat Tidak Sehat
92,160,Tidak Sehat
472,125,Berbahaya
461,410,Berbahaya
410,367,Berbahaya
317,120,Berbahaya
94,183,Tidak Sehat
198,321,Berbahaya
240,120,Sangat Tidak Sehat
211,81,Sangat Tidak Sehat
313,365,Berbahaya
402,479,Berbahaya
372,342,Berbahaya
97,325,Berbahaya
109,17,Tidak Sehat
46,201,Sangat Tidak Sehat
124,249,Sangat Tidak Sehat
241,437,Berbahaya
194,253,Sangat Tidak Sehat
362,103,Berbahaya
2,404,Berbahaya
297,95,Sangat Tidak Sehat
307,170,Berbahaya
390,19,Berbahaya
10,8,Baik
366,379,Berbahaya
67,386,Berbahaya
306,324,Berbahaya
402,467,Berbahaya
154,171,Tidak Sehat
95,303,Berbahaya
171,64,Tidak Sehat
323,208,Berbahaya
345,237,Berbahaya
304,211,Berbahaya
196,495,Berbahaya
54,486,Berbahaya
367,312,Berbahaya
499,489,Berbahaya
120,480,Berbahaya
388,1,Berbahaya
102,439,Berbahaya
67,326,Berbahaya
198,222,Sangat Tidak Sehat
287,120,Sangat Tidak Sehat
453,403,Berbahaya
81,385,Berbahaya
437,493,Berbahaya
418,439,Berbahaya
114,487,Berbahaya
186,364,Berbahaya
293,275,Sangat Tidak Sehat
412,43,Berbahaya
5,358,Berbahaya
117,266,Sangat Tidak Sehat
389,382,Berbahaya
214,473,Berbahaya
203,210,Sangat Tidak Sehat
440,337,Berbahaya
216,487,Berbahaya
241,110,Sangat Tidak Sehat
138,338,Berbahaya
12,250,Sangat Tidak Sehat
241,130,Sangat Tidak Sehat
173,72,Tidak Sehat
333,252,Berbahaya
140,378,Berbahaya
381,423,Berbahaya
393,489,Berbahaya
459,86,Berbahaya
366,180,Berbahaya
171,459,Berbahaya
69,444,Berbahaya
405,384,Berbahaya
453,124,Berbahaya
469,51,Berbahaya
331,32,Berbahaya
366,98,Berbahaya
477,56,Berbahaya
496,323,Berbahaya
95,39,Sedang
255,217,Sangat Tidak Sehat
151,389,Berbahaya
145,106,Tidak Sehat
1,87,Sedang
81,13,Sedang
218,221,Sangat Tidak Sehat
305,439,Berbahaya
94,66,Sedang
385,238,Berbahaya
472,27,Berbahaya
453,478,Berbahaya
274,323,Berbahaya
1,428,Berbahaya
339,110,Berbahaya
161,481,Berbahaya
94,11,Sedang
120,376,Berbahaya
497,345,Berbahaya
10,22,Baik
321,274,Berbahaya
314,12,Berbahaya
268,119,Sangat Tidak Sehat
409,401,Berbahaya
355,248,Berbahaya
408,307,Berbahaya
348,471,Berbahaya
448,61,Berbahaya
14,344,Berbahaya
215,368,Berbahaya
272,302,Berbahaya
34,447,Berbahaya
458,69,Berbahaya
85,287,Sangat Tidak Sehat
235,296,Sangat Tidak Sehat
334,120,Berbahaya
39,127,Tidak Sehat
192,380,Berbahaya
314,156,Berbahaya
300,415,Berbahaya
216,289,Sangat Tidak Sehat
82,13,Sedang
26,54,Sedang
9,51,Sedang
84,210,Sangat Tidak Sehat
207,38,Sangat Tidak Sehat
201,336,Berbahaya
470,440,Berbahaya
422,30,Berbahaya
54,499,Berbahaya
348,194,Berbahaya
37,497,Berbahaya
57,464,Berbahaya
378,55,Berbahaya
210,278,Sangat Tidak Sehat
422,55,Berbahaya
228,493,Berbahaya
334,140,Berbahaya
493,383,Berbahaya
46,314,Berbahaya
95,117,Tidak Sehat
82,450,Berbahaya
58,88,Sedang
402,77,Berbahaya
127,402,Berbahaya
33,304,Berbahaya
71,375,Berbahaya
421,193,Berbahaya
428,204,Berbahaya
2,261,Sangat Tidak Sehat
184,38,Tidak Sehat
76,397,Berbahaya
338,0,Berbahaya
267,184,Sangat Tidak Sehat
444,284,Berbahaya
396,111,Berbahaya
325,170,Berbahaya
18,61,Sedang
433,451,Berbahaya
101,280,Sangat Tidak Sehat
176,163,Tidak Sehat
352,114,Berbahaya
101,69,Tidak Sehat
305,125,Berbahaya
204,265,Sangat Tidak Sehat
174,356,Berbahaya
351,72,Berbahaya
141,324,Berbahaya
124,16,Tidak Sehat
377,394,Berbahaya
241,236,Sangat Tidak Sehat
273,473,Berbahaya
208,424,Berbahaya
237,30,Sangat Tidak Sehat
450,438,Berbahaya
386,333,Berbahaya
88,171,Tidak Sehat
221,100,Sangat Tidak Sehat
474,164,Berbahaya
233,202,Sangat Tidak Sehat
207,368,Berbahaya
146,30,Tidak Sehat
257,500,Berbahaya
375,202,Berbahaya
12,389,Berbahaya
212,136,Sangat Tidak Sehat
226,322,Berbahaya
2,32,Baik
173,464,Berbahaya
6,84,Sedang
105,182,Tidak Sehat
292,58,Sangat Tidak Sehat
276,69,Sangat Tidak Sehat
474,196,Berbahaya
208,145,Sangat Tidak Sehat
59,124,Tidak Sehat
177,17,Tidak Sehat
161,147,Tidak Sehat
76,465,Berbahaya
161,398,Berbahaya
139,203,Sangat Tidak Sehat
196,281,Sangat Tidak Sehat
419,190,Berbahaya
47,362,Berbahaya
94,30,Sedang
294,458,Berbahaya
459,484,Berbahaya
106,325,Berbahaya
51,461,Berbahaya
196,341,Berbahaya
241,274,Sangat Tidak Sehat
122,397,Berbahaya
63,40,Sedang
330,74,Berbahaya
343,489,Berbahaya
20,488,Berbahaya
322,469,Berbahaya
295,441,Berbahaya
354,159,Berbahaya
312,38,Berbahaya
369,498,Berbahaya
121,121,Tidak Sehat
73,136,Tidak Sehat
480,398,Berbahaya
84,390,Berbahaya
181,115,Tidak Sehat
445,329,Berbahaya
351,386,Berbahaya
238,351,Berbahaya
2,456,Berbahaya
15,399,Berbahaya
84,46,Sedang
217,383,Berbahaya
410,151,Berbahaya
458,87,Berbahaya
139,217,Sangat Tidak Sehat
379,254,Berbahaya
223,189,Sangat Tidak Sehat
356,99,Berbahaya
493,300,Berbahaya
398,313,Berbahaya
150,28,Tidak Sehat
26,284,Sangat Tidak Sehat
471,31,Berbahaya
215,363,Berbahaya
341,247,Berbahaya
1,269,Sangat Tidak Sehat
468,235,Berbahaya
8,318,Berbahaya
431,411,Berbahaya
197,198,Tidak Sehat
11,75,Sedang
213,341,Berbahaya
202,260,Sangat Tidak Sehat
47,131,Tidak Sehat
367,498,Berbahaya
83,57,Sedang
449,403,Berbahaya
218,249,Sangat Tidak Sehat
408,413,Berbahaya
447,403,Berbahaya
499,493,Berbahaya
376,135,Berbahaya
19,75,Sedang
197,462,Berbahaya
267,445,Berbahaya
215,211,Sangat Tidak Sehat
247,309,Berbahaya
67,380,Berbahaya
405,463,Berbahaya
16,140,Tidak Sehat
417,260,Berbahaya
265,440,Berbahaya
260,128,Sangat Tidak Sehat
15,26,Baik
162,308,Berbahaya
259,219,Sangat Tidak Sehat
115,124,Tidak Sehat
245,229,Sangat Tidak Sehat
117,72,Tidak Sehat
149,119,Tidak Sehat
161,312,Berbahaya
174,183,Tidak Sehat
172,152,Tidak Sehat
147,45,Tidak Sehat
230,214,Sangat Tidak Sehat
339,421,Berbahaya
452,417,Berbahaya
206,374,Berbahaya
459,202,Berbahaya
355,47,Berbahaya
191,366,Berbahaya
234,25,Sangat Tidak Sehat
169,210,Sangat Tidak Sehat
15,362,Berbahaya
489,211,Berbahaya
153,3,Tidak Sehat
333,227,Berbahaya
289,217,Sangat Tidak Sehat
92,196,Tidak Sehat
155,351,Berbahaya
244,260,Sangat Tidak Sehat
131,273,Sangat Tidak Sehat
185,164,Tidak Sehat
183,95,Tidak Sehat
15,274,Sangat Tidak Sehat
87,343,Berbahaya
195,166,Tidak Sehat
24,9,Baik
182,83,Tidak Sehat
356,469,Berbahaya
153,468,Berbahaya
57,45,Sedang
152,79,Tidak Sehat
396,246,Berbahaya
248,447,Berbahaya
74,18,Sedang
286,363,Berbahaya
140,261,Sangat Tidak Sehat
385,280,Berbahaya
143,478,Berbahaya
130,123,Tidak Sehat
41,345,Berbahaya
236,297,Sangat Tidak Sehat
221,351,Berbahaya
32,154,Tidak Sehat
292,408,Berbahaya
265,134,Sangat Tidak Sehat
480,312,Berbahaya
382,410,Berbahaya
113,152,Tidak Sehat
89,148,Tidak Sehat
486,498,Berbahaya
474,137,Berbahaya
187,366,Berbahaya
472,394,Berbahaya
383,199,Berbahaya
399,73,Berbahaya
217,49,Sangat Tidak Sehat
234,44,Sangat Tidak Sehat
193,252,Sangat Tidak Sehat
76,253,Sangat Tidak Sehat
199,360,Berbahaya
286,401,Berbahaya
217,284,Sangat Tidak Sehat
272,63,Sangat Tidak Sehat
431,96,Berbahaya
118,412,Berbahaya
334,426,Berbahaya
77,389,Berbahaya
431,498,Berbahaya
380,88,Berbahaya
336,353,Berbahaya
68,6,Sedang
380,82,Berbahaya
348,229,Berbahaya
72,67,Sedang
395,13,Berbahaya
367,382,Berbahaya
332,349,Berbahaya
223,236,Sangat Tidak Sehat
356,423,Berbahaya
494,37,Berbahaya
387,367,Berbahaya
380,10,Berbahaya
480,408,Berbahaya
221,336,Berbahaya
212,393,Berbahaya
360,22,Berbahaya
177,264,Sangat Tidak Sehat
192,322,Berbahaya
267,282,Sangat Tidak Sehat
140,299,Sangat Tidak Sehat
315,367,Berbahaya
266,175,Sangat Tidak Sehat
104,459,Berbahaya
152,183,Tidak Sehat
494,186,Berbahaya
466,471,Berbahaya
388,96,Berbahaya
389,119,Berbahaya
488,143,Berbahaya
197,184,Tidak Sehat
305,426,Berbahaya
436,470,Berbahaya
159,298,Sangat Tidak Sehat
22,373,Berbahaya
192,101,Tidak Sehat
136,260,Sangat Tidak Sehat
143,260,Sangat Tidak Sehat
424,100,Berbahaya
82,462,Berbahaya
177,123,Tidak Sehat
216,458,Berbahaya
339,334,Berbahaya
454,273,Berbahaya
311,378,Berbahaya
440,483,Berbahaya
436,159,Berbahaya
447,29,Berbahaya
160,157,Tidak Sehat
30,341,Berbahaya
240,374,Berbahaya
411,100,Berbahaya
201,31,Sangat Tidak Sehat
183,497,Berbahaya
500,420,Berbahaya
65,208,Sangat Tidak Sehat
469,86,Berbahaya
402,461,Berbahaya
185,463,Berbahaya
89,6,Sedang
36,173,Tidak Sehat
278,417,Berbahaya
72,0,Sedang
21,47,Baik
312,417,Berbahaya
486,346,Berbahaya
259,113,Sangat Tidak Sehat
254,471,Berbahaya
297,8,Sangat Tidak Sehat
432,62,Berbahaya
373,300,Berbahaya
334,91,Berbahaya
249,473,Berbahaya
340,459,Berbahaya
70,3,Sedang
283,388,Berbahaya
43,163,Tidak Sehat
140,40,Tidak Sehat
406,191,Berbahaya
444,256,Berbahaya
492,242,Berbahaya
418,23,Berbahaya
79,332,Berbahaya
366,193,Berbahaya
234,39,Sangat Tidak Sehat
185,89,Tidak Sehat
485,40,Berbahaya
51,116,Tidak Sehat
422,204,Berbahaya
452,30,Berbahaya
239,42,Sangat Tidak Sehat
212,169,Sangat Tidak Sehat
192,248,Sangat Tidak Sehat
217,344,Berbahaya
22,449,Berbahaya
319,442,Berbahaya
281,32,Sangat Tidak Sehat
64,383,Berbahaya
185,334,Berbahaya
80,231,Sangat Tidak Sehat
424,96,Berbahaya
439,451,Berbahaya
426,9,Berbahaya
272,378,Berbahaya
496,382,Berbahaya
177,132,Tidak Sehat
159,203,Sangat Tidak Sehat
303,123,Berbahaya
95,240,Sangat Tidak Sehat
67,267,Sangat Tidak Sehat
425,147,Berbahaya
218,483,Berbahaya
369,228,Berbahaya
324,374,Berbahaya
350,338,Berbahaya
436,397,Berbahaya
115,451,Berbahaya
39,481,Berbahaya
228,398,Berbahaya
362,485,Berbahaya
363,283,Berbahaya
131,306,Berbahaya
186,458,Berbahaya
362,378,Berbahaya
366,297,Berbahaya
115,468,Berbahaya
357,482,Berbahaya
350,325,Berbahaya
274,85,Sangat Tidak Sehat
137,107,Tidak Sehat
36,407,Berbahaya
21,495,Berbahaya
99,419,Berbahaya
92,423,Berbahaya
15,94,Sedang
181,68,Tidak Sehat
